,en,cn,ar,pos
592,eggs,鸡蛋,بيض,np
593,Egypt,埃及,مصر,np
594,eight,八,ثمانية,num
595,El Salvador,萨尔瓦多,السلفادور,np
596,elder brothe,哥哥,,np
597,elder sister,姐姐,,np
598,emergency exit,安全出口,,np
599,Emergency Exit.,紧急出口。,,sent
600,emergency exits,紧急出口,,np
601,Employees Must Wash Hands Before Returning To Work.,员工便后必须洗手方可回到工作岗位。,,sent
602,energetic,精力充沛的,,np
603,English books,英文书,كتب إنجليزية,np
604,English magazines,英文杂志,مجلات انجليزية,np
605,English newspaper,英文报纸,جريدة إنجليزية,np
606,Enjoy your flight!,飞行愉快!,,sent
607,Enjoy your meal.,祝您用餐愉快。,,sent
608,entrance,入口,دخول,np
609,Equatorial Guinea,赤道几内亚,غينيا الإستوائية,np
610,Eritrea,厄立特里亚,إريتريا,np
611,espresso,意大利浓咖啡,,np
612,espresso con panna,浓缩咖啡康保蓝,,np
613,espresso cup,特浓杯,,np
614,espresso macchiato,浓缩咖啡玛奇朵,,np
615,Estonia,爱沙尼亚,استونيا,np
616,Ethiopia,埃塞俄比亚,أثيوبيا,np
617,evening,晚上,مساء,np
618,Everything checks out.,一切检查完毕。,,sent
619,ex-husband,前夫,,np
620,ex-wife,前妻,,np
621,excellent,极佳,,np
622,Excellent!,太棒了！,ممتاز!,sent
623,"Excuse me, but is the reservation for you?",对不起，是您预定的?,,sent
624,"Excuse me, this is my bag.",借过一下，这是我的行李。,,sent
625,Excuse me. (begging pardon),打扰一下。,أعذرني,sent
626,Excuse me. (coming through),对不起。,لو سمحت,sent
627,Excuse me. (getting attention),请问。,معذرة,sent
628,Excuse me. What would you like to eat?,打扰一下，请问您要吃什么?,,sent
629,Excuse me. You have my seat.,不好意思，你坐到我的位子了。,,sent
630,Executive Business Centre.,行政商务中心,,sent
631,Exercise Facilities,锻炼设施,,sent
632,exit,出口,خروج,np
633,Exit To All Routes.,各通道出口。,,sent
634,expensive,贵,غالي,adj
635,Express Pass.,快速通道。,,sent
636,expressivity,善于表达,,np
637,extern,走读生,,np
638,eyes,眼睛,عيون,sent
639,face,脸,وجه,np
640,faithful,忠诚的,,np
641,family,家庭,,np
642,family name,姓,,np
643,family status,家庭状况,,np
644,far-sighted,远视,,np
645,fare class,座舱等级,,np
646,farmer,农民,,np
647,Fasten Seat Belt While Seated.,就坐后请系好安全带。,,sent
648,father,父亲,,np
649,father-in-law,公公,,np
650,Fax And Copy Service.,传真复印服务。,,sent
651,February,二月,فبراير,np
652,feet,脚,أقدام,np
653,female,女的,إناثا,np
654,fever,发烧,حمة,np
655,fifty thousand,五万,خمسون ألف,num
656,Fiji,斐,فيجي,np
657,Fill out this form.,填一下这张表。,,sent
658,filling station,加油站,,np
659,"Fine, thank you.","很好, 谢谢。",بخير، شكرا لك.,sent
660,fingers,手指,أصابع,np
661,Finland,芬兰,فنلندا,np
662,first class,头等舱,,np
663,first class cabin,头等舱,مقصورة درجة أولى,np
664,First class fare of a one-way ticket from * to is *.,至*的单程机票，头等舱是*。,,vp
665,first name,名,,np
666,fish,鱼,سمك,np
667,fitness center,健身中心,,sent
668,five,五,خمسة,num
669,five hundred,五百,خمس مائة,num
670,fixed-price meal,定价套餐,وجبة ثابتة السعر,np
671,flammable item,易燃物品,,np
672,Flammable items cannot be taken with you into the aircraft.,易燃品不能随身带上飞机。,,sent
673,flight,飞行,,np
674,Flight * bound for *.,*号班机，去*的。,,vp
675,Flight * to * is now boarding.,飞往*的*班，已经开始登机。,,vp
676,flight connections,转机处,,np
677,flight number,班机号码,,np
678,Florence,佛罗伦萨,فلورنسا,np
679,Flying Time.,飞行时间。,,sent
680,food trolley,送餐车,,np
681,foot rest,坐着的时候放脚的支撑物,,np
682,For * night(s).,订*个晚上。,,vp
683,For * people.,为*个人。,ل* أشخاص.,vp
684,"For More On High Speed Internet Access, Including Trouble Shooting Information, Please Refer To The Guest Service Directory.",请查阅旅客服务指南获取更多的有关高速上网以及如何排除故障的信息。,,sent
685,For one person.,为一个人。,لشخص واحد.,sent
686,For Reservation Call...,预订服务请拨电话...,,sent
687,For two people.,为两个人。,لشخصين.,sent
688,for use only in case of fire,灭火专用,,np
689,For what time?,请问什么时间入住?,,sent
690,"For Your Convenience, Cigarettes Are Available At The Front Desk.",为了您的方便，前台有香烟出售。,,sent
691,"For your own safety, please go back to your seat and fasten the seat belts. Thank you.",请您回到您的座位，并系好安全带，以求安全。谢谢您的合作。,,sent
692,forbidden,被禁止,ممنوع,adj
693,forced landing,迫降,,np
694,foster father,养父,,np
695,foster mother,养母,,np
696,four,四,أربعة,num
697,fragile,易碎,,np
698,France,法国,فرنسا,np
699,frank,真诚的,,np
700,Frankfurt,法兰克福,فرانكفورت,np
701,free admission,免费入场,,np
702,Free In All Guest Rooms.,所有房间内免费登陆。,,sent
703,french coffee,法式滴滤咖啡,,np
704,french vanilla coffee,法国香草咖啡,,np
705,fresh ground coffee,现磨咖啡,,np
706,Friday,星期五,يوم الجمعة,np
707,Fried eggs with ham.,火腿肠煎蛋。,,sent
708,fried rice,炒饭,أرز مقلي,np
709,friend,朋友,صديق,np
710,from,从,من,prt
711,From date * until *.,从*月*日到*日。,,vp
712,Front Aisle,前廊,,sent
713,Front Counter,前台,,sent
714,Front Desk,前台,,sent
715,fruit cappuccino,果味卡布奇诺,,np
716,fruits,水果,فاكهة,np
717,ft,英尺,,np
718,Full Central Heating With House Provided Hot Water * Hours.,中央暖气系统，房间*小时提供热水。,,vp
719,Fully Centrally Heated.,中央暖气全部开放。,,sent
720,Gabon,加蓬,الغابون,np
721,galley,飞机上的厨房,,np
722,Gambia,冈比亚,غامبيا,np
723,Games Room.,游戏房。,,sent
724,garlic,蒜,,np
725,gas station,加油站,محطة بنزين,np
726,gate,登机口,,sent
727,Gaza,加沙,غزة,np
728,generation,代,,np
729,genteel,有教养的,,np
730,gentle,有礼貌的,,np
731,Georgia,格鲁吉亚,جورجيا,np
732,Germany,德国,ألمانيا,np
733,Ghana,加纳,غانا,np
734,ginge,姜,,np
735,Give me * pieces,给我来*块吧。,,vp
736,Give me a cup of coffee.,给我一杯咖啡。,,sent
737,Give me a decaf.,给我一杯没有咖啡因的咖啡。,,sent
738,Give me a one-way ticket to *,给我一张单程到*的票。,,vp
739,Give me a pound of tomatoes and a pound of eggplants.,给我一磅番茄和一磅茄子。,,sent
740,give way,快车先行,,np
741,Glasgow,格拉斯哥,غلاسكو,np
742,glasses,眼镜,نظارات,np
743,Glasses up!,举杯!,,sent
744,go,去,ذهب,vp
745,Go all the way to the back and turn right.,往里走到头然后右转。,,sent
746,Go right ahead.,请过。,,sent
747,Go straight following the sign ang you will see the gate.,跟着指示走，你将看到登机口。,,sent
748,Go straight.,直走,انطلق الى الأمام.,sent
749,"Go this way, please.",请这边走。,,sent
750,"Go through the gate, please.",请通过安全门。,,sent
751,gold,金色,ذهب,adj
752,good at,擅长于,,np
753,Good evening.,晚上好。,مساء الخير.,sent
754,good for passage between,旅行经停地点,,np
755,Good morning.,早安。,صباح الخير.,sent
756,Good night.,晚安。,تصبح على خير,sent
757,Good.,好！,جيد!,sent
758,Goodbye,再见。,مع السلامة,sent
759,Goods Prohibited To Be Hand-Carried.,禁止随身携带的物品。,,sent
760,Goods Prohibited To Exit The Country.,禁止携带出境的物品。,,sent
761,government-supportedstudent,公费生,,np
762,graduate,毕业生,,np
763,graduate student,研究生,,np
764,grandchildren,孙辈,,np
765,granddaughter,孙女,,np
766,grandfather,祖父,,np
767,grandma,奶奶,,np
768,grandmother,祖母,,np
769,grandpa,爷爷,,np
770,grandson,孙子,,np
771,granulated sugar,砂糖,,np
772,great-aunt,叔、伯祖母,,np
773,great-granddaughter,曾孙女,,np
774,great-grandfather,曾祖父,,np
775,great-grandmother,曾祖母,,np
776,great-grandson,曾孙,,np
777,great-uncle,叔、伯祖父,,np
778,Great.,很棒！,عظيم.,sent
779,Greece,希腊,اليونان,np
780,green,绿色,أخضر,adj
781,green onion,葱,,np
782,green tea,绿茶,شاي أخضر,np
783,greeting arriving,迎宾处,,np
784,Grenada,格林纳达,غرينادا,np
785,grey,灰色,رمادي,adj
786,Guadalajara,瓜达拉哈拉,غوادالاخارا,np
787,Guangzhou,广州,قوانغتشو,np
788,Guatemala,危地马拉,غواتيمالا,np
789,Guest Room Dept.,客房部,,sent
790,Guest Rooms In This Hotel Are Not Equipped With Wireless(Wifi) High Speed Internet Access.,本酒店旅客房间内没有无线上网设施。,,sent
791,Guest Safety Tips.,旅客安全提示。,,sent
792,guest student,旁听生,,np
793,Guinea,几内亚,غينيا,np
794,Guinea-Bissau,几内亚比绍,غينيا بيساو,np
795,Guyana,圭亚那,غيانا,np
796,hair,头发,شعر,np
797,Hair Dryer,头发吹风机,,sent
798,Haiti,海地,هايتي,np
799,half,半,نصف,adj
800,Halifax,哈利法克斯,هاليفاكس,np
801,ham,火腿,خنزير,np
802,Hamburg,汉堡,هامبورغ,np
803,Hamilton,汉密尔顿,هاميلتون,np
804,Handicapped Room.,残疾人房间。,,sent
805,handle with care,小心轻放,,np
806,hands,手,أيادي,np
807,hands off,请勿用手摸,,np
808,Havana,哈瓦那,هافانا,np
809,Have a nice flight!,飞行愉快!,,sent
810,Have we ever met?,我们以前见过面吗?,,sent
811,Have you made a reservation?,您预订订座了吗?,,sent
812,Have you met before?,你们以前见过吗?,,sent
813,Have your ticket and passport ready for the check-in agent.,请将机票和护照准备好办理登机手续。,,sent
814,hazelnut cappuccino,榛子卡布奇诺,,np
815,hazelnut latte,榛子咖啡拿铁,,np
816,he,他,هو,np
817,He's a nice guy.,他是个好人。,,sent
818,head,头,رئس,np
819,health,健康状况,,np
820,health condition,健康状况,,np
821,heater,暖气,مدفأة,np
822,height,身高,,np
823,heir,继承人,,np
824,helicopter,直升机,,np
825,heliport,直升飞机场,,np
826,Hello.,你好。,مرحبا.,sent
827,help desk,问讯处,,np
828,Help!,救命！,النجدة!,sent
829,Helsinki,赫尔辛基,هلسنكي,np
830,herb,香草,,np
831,here,这里,هنا,adv
832,Here are my passport and ticket.,这是我的护照和机票。,,sent
833,Here by yourself?,你自己一个人吗？,هل أنت هنا لوحدك؟,sent
834,Here is your boarding pass.,这是您的登机牌。,,sent
835,Here is your receipt.,这是给您的没收单据。,,sent
836,Here it is.,在这儿。,,sent
837,"Here, take one of these trolleys.",在这，取一辆手推车吧。,,sent
838,Here's my business card.,这是我的名片。,,sent
839,Here's the menu.,这是菜单。,,sent
840,Here's your medicine.,这是给你的药。,,sent
841,"Here's your ticket, boarding pass, passport and baggage claim tag.",这是您的机票，登机证，护照和行李提领证。,,sent
842,"Here's your ticket, your boarding pass and the tag of your baggage.",这是您的机票、登机牌和行李签。,,sent
843,Hi!,你好！,مرحبا!,sent
844,high ball,高杯,,np
845,High-Speed Wireless Internet.,高速无线上网,,sent
846,Hiroshima,广岛,هيروشيما,np
847,Ho Chi Minh City,胡志明市,مدينة هو تشي مينه,np
848,Hold on a second please.,请稍等。,انتظر ثانية.,sent
849,home phone,住宅电话,,np
850,Honduras,洪都拉斯,هندوراس,np
851,honey,蜂蜜,,np
852,Hong Kong,香港,هونغ كونغ,np
853,Hospitality Promise,服务承诺,,sent
854,hot red pepper,辣椒,,np
855,hotel,酒店／旅馆,فندق,np
856,hotel reservation,订旅馆,,np
857,House Keeping Dept,客房部,,sent
858,house number,门牌,,np
859,How about * cuisine?,*餐呢?,,vp
860,How about a coffee?,来杯咖啡怎么样?,,sent
861,How about this table?,这张桌子可以吗?,,sent
862,How are you feeling now?,现在感觉如何?,,sent
863,How are you?,你好吗？,كيف حالك,sent
864,How can I contact you?,我怎么联系你呢?,,sent
865,How can I get to the baggage claim area?,去行李领取处怎么走呢?,,sent
866,How do I deal with my luggage?,我的行李怎么办呢?,,sent
867,How do I get to * ?,怎么去*?,كيف أصل إلى *؟,vp
868,How do I recline my seat?,我怎么让我的椅子躺下?,,sent
869,How do I turn on the light?,请问怎样开阅读灯?,,sent
870,"How do you spell it, please?",请问怎么拼写呢?,,sent
871,"How do you spell that, please?",请讲一下是怎么拼写的?,,sent
872,How long do you plan to stay?,你计划住多久?,,sent
873,How long will it take?,这需要多长时间?,,sent
874,How long will you be staying?,请问你要住多久?,,sent
875,How many bags do you want to check in?,您要托运几个包裹?,,sent
876,"How many of you, please?",请问几位?,,sent
877,How many people are in your family?,你家有几口人?,,sent
878,How many people please?,请问几个人?,,sent
879,How many pieces of luggage do you have?,您有几件行李?,,sent
880,How many?,几个人?,,sent
881,How much does it cost to get to *?,去*要多少钱？,كم سيكلفني الذهاب إلى *؟,vp
882,How much dose this meat weight?,这肉有多重?,,sent
883,How much is *?,多少钱 *？,كم ثمن *؟,vp
884,How much is a room for one person per night?,单人房一晚多少钱？,ما سعر الغرفة لفرد واحد؟,sent
885,How much is a room for two people per night?,双人房一晚多少钱？,ما سعر الغرفة لفردين؟,sent
886,How much is a ticket to *?,去*的票多少钱？,ما سعر التذكرة الى *؟,vp
887,How much is it per hour?,一小时是多少钱？,ما السعر للساعة؟,sent
888,How much is it to call to *?,打给*是多少钱？,ما سعر المكالمة الى *؟,vp
889,How much is it to get in?,入场费多少钱？,ما سعر تذكرة الدخول؟,sent
890,How much is the fare?,票价多少钱?,,sent
891,How much is the round trip?,往返票多少钱?,,sent
892,How much is the ticket?,这票多少钱?,,sent
893,How much is this?,多少钱？,بكم هذا؟,sent
894,How much longer are we going to have to wait for our dinner?,我们还要等多久才能吃上饭呢?,,sent
895,How much?,多少？,بكم؟,sent
896,How old are you?,你多大了?,,sent
897,How was your flight?,你的旅途怎么样呢?,,sent
898,How was your meal?,这一顿饭怎么样？,كيف كانت وجبتك؟,sent
899,How would you like to pay for it?,您准备怎样付款呢?,,sent
900,How would you like your coffee?,你喝什么样的咖啡?,,sent
901,humorous,有幽默,,np
902,hundred,一百,مائة,num
903,hundred million,一亿,مائة مليون,num
904,hundred thousand,十万,مائة ألف,num
905,Hungary,匈牙利,المجر,np
906,husband,丈夫,,np
907,Hyderabad,海得拉巴,حيدر أباد,np
908,I,我,انا,np
909,I am *.,我是*。,انا *.,vp
910,I am afraid that all the room with a view to the sea have been booked.,恐怕所有看得到海的房间都已经被预订了。,,sent
911,I am from *.,我从*来。,أنا من *.,vp
912,I am getting my car at the parking lot.,我去停车场取车。,,sent
913,I am going to transfer in *.,我要转机去*。,,vp
914,I am interested in ….,我的爱好是…,,sent
915,I am sick.,我生病了。,انا مريض,sent
916,I booked a single room in your hotel for *.,我在你们宾馆预定了这周五的单人房间。,,vp
917,I can a little.,只会一点。,,sent
918,I can't afford it.,我付不起。,لا أستطيع تحمل هذا,sent
919,I can't find my baggage.,我找不到行李了。,,sent
920,I can't find the pet food.,我找不到宠物食品。,,sent
921,I can't get my bag to fit into the overhead compartment.,我的包放不进上面的行李箱了。,,sent
922,I can't speak *.,我不会讲*。,لا اتكلم *.,vp
923,I can't understand why this restaurant always serves so slowly.,我不明白这个饭店为什么总是上菜这么慢。,,sent
924,I come from *.,我从加拿大来。,,vp
925,I didn't reserve a table.,我没有预订.,,sent
926,I don't eat *.,我不吃*。,لا آكل *.,vp
927,I don't feel well.,我觉的不太舒服。,,sent
928,I don't have *.,我没有*。,ليس عندي *.,vp
929,I don't like this table.,我不喜欢这张桌子。,,sent
930,I don't like your attitude.,我不喜欢你的态度。,,sent
931,I don't speak *.,我不能说*。,لا أتحدث *.,vp
932,I don't think I ordered this dish.,我想我没有点这个菜。,,sent
933,I don't think this fish is proberly cooked.,我觉得这鱼好像没做熟。,,sent
934,I don't understand (something heard).,我听不懂。,أنا لا أفهم,sent
935,I don't understand.,我听不懂。,أنا لا أفهم,sent
936,I don't want *.,我不要*。,لا أريد *.,vp
937,I don't want it.,我不要。,أنا لا أريده,sent
938,I don't want the yolk to be too well-done.,我不要蛋黄做的太老。,,sent
939,I don't want to eat there.,我不想在那儿吃。,,sent
940,I don't want to intake any sugar.,我不想摄入糖分。,,sent
941,I feel a little bit cold.,我觉得有点冷。,,sent
942,I feel dizzy and weak. And I'm having this pain in my ear.,我感觉头晕、虚弱，耳朵也有点疼。,,sent
943,I feel like vomiting.,我想吐。,,sent
944,"I feel very tired, because it's a very long flight.",我感觉很累，因为飞行时间很长。,,sent
945,I guess that's OK.,我想就那个吧。,,sent
946,I have *.,我有*。,لدي *.,vp
947,I have a little airsickness.,我有点晕机。,,sent
948,I have a reservation under *.,我有在*名下的预订。,,vp
949,I have arrived.,我到了。,لقد وصلت.,sent
950,I have cancelled your reservation.,我已经取消了你的预定。,,sent
951,I have to transfer to *.,我必须转机去*。,,vp
952,I haven't done anything wrong.,我没有做错事。,ما عملت اشي غلط.,sent
953,I hope you enjoy your meal.,我希望您喜欢您的食物。,,sent
954,I just heard an announcement that my flight has been delayed.,我刚听到广播说我的班机延迟了。,,sent
955,I like *.,我喜欢 *。,انا يعجبني *.,vp
956,I live alone.,我一个人住。,,sent
957,I live in an apartment.,我住在一个公寓里。,,sent
958,I lost my *.,我丢了我的*。,فقدت *.,vp
959,I lost my bag.,我丢了我的包包。,فقدت حقيبتي.,sent
960,I lost my baggage.,我的行李不见了。,,sent
961,I love *.,我爱 *。,أنا أحب *.,vp
962,I might have made a mistake.,我可能搞错了。,,sent
963,I need *.,我要*。,احتاج *.,vp
964,I need a doctor.,我需要医生。,أحتاج طبيب.,sent
965,I need a shopping cart.,我需要一辆购物车。,,sent
966,I need an airsickness bag.,我需要一个呕吐袋。,,sent
967,I need more coffee.,我要加点咖啡。,,sent
968,I need to change my flight date.,我需要更改航班日期。,,sent
969,I need to see your passport.,我需要看一下你的护照。,أ حتاج أن أرى جواز سفرك,sent
970,I need to talk to a lawyer.,我要跟律师联系。,أريد التحدث مع محامي,sent
971,I need your help.,我需要你的帮助。,أحتاج مساعدة لو سمحت.,sent
972,I only eat Halal food.,我只吃清真食品。,أنا آكل الطعام الحلال فقط.,sent
973,I only speak *.,我只说*。,,vp
974,I order my meal a while ago and it still hasn't come.,我很久以前点的餐，到现在还没来。,,sent
975,I see. When can I receive your confirmation?,明白了。我什么时候可以得到你们的确认?,,sent
976,I take it black.,我喜欢黑咖啡。,,sent
977,I think beef is better.,我想牛肉比较好。,,sent
978,I think I am sick.,我想我是病了。,,sent
979,I think this is my seat.,我想这是我的座位。,,sent
980,I think we should go and have a try.,我们应该去试试。,,sent
981,I think we'd like to take that one by the window.,我们想还是靠窗的那张吧。,,sent
982,I think you have made a mistake with my order.,我想你上错我的点的菜了。,,sent
983,I want *.,我想要*。,أريد *.,vp
984,I want a dish with *.,我想吃*的菜。,أريد أن آكل طبق مع *.,vp
985,I want doggy bags.,我需要打包袋。,,sent
986,I want to book one ticket for the next flight to *.,我想预订一张飞往*的下一班机票。,,vp
987,I want to check out.,我要退房。,أريد أن أدفع لاغادر.,sent
988,I want to rent a car.,我想要租车。,أريد ايجار سيارة.,sent
989,I want to talk to the * embassy.,我希望跟*大使馆联系。,أود بالتحدث مع سّفارة *.,vp
990,I want you to meet *.,我想让你见见*。,,vp
991,I will stay for * night(s).,我打算住*夜。,سأقيم * ليلى,vp
992,I wish you a happy joumey.,祝您旅途愉快。,,sent
993,I work at the *.,我在*工作。,أعمل في *.,vp
994,I work in government.,我在政府部门上班。,,sent
995,I would like *.,我想要 *。,أود *.,vp
996,I would like to make flight reservations.,我想预订机票。,,sent
997,I would rather pay.,我付钱好了。,,sent
998,I'd like *.,我想要*。,أنا أحب *.,vp
999,I'd like a coffee with sugar.,我想要杯加糖的咖啡。,,sent
1000,I'd like a coffee.,我想要杯咖啡。,,sent
1001,I'd like a decaf.,来一杯没有咖啡因的咖啡。,,sent
1002,"I'd like a refill, please.",请给我续一杯。,,sent
1003,I'd like a standard room.,我要一个标准间。,,sent
1004,I'd like an aisle seat.,我想要一个走廊的座位。,,sent
1005,I'd like reserve a room facing the sea.,我想订个临海的房间。,,sent
1006,I'd like some bananas.,我想要些香蕉。,,sent
1007,I'd like the beef.,我要牛肉。,,sent
1008,I'd like to book a double room.,下星期二我想订一个双人房间。,,sent
1009,I'd like to cancel a reservation.,我想取消预订。,,sent
1010,I'd like to cancel my order.,我要取消我的点餐。,,sent
1011,I'd like to check in.,我要办理登记手续。,,sent
1012,I'd like to get * seats on a flight to *.,我想订*张到*的机票。,,vp
1013,I'd like to have a seat by the window.,我想要一个靠窗的座位。,,sent
1014,I'd like to introduce *.,我来介绍一下*。,,vp
1015,I'd like to make a reservation.,我想预订房间。,,sent
1016,I'd like to rent a car.,我想租车,أريد ايجار سيارة.,sent
1017,I'd like to reserve a room.,我想订一间房。,,sent
1018,I'd like to reserve some rooms for a tourist party.,我想为一个旅游团订一些房间。,,sent
1019,I'd like to see to your manager.,我要见你们经理。,,sent
1020,I'd like to take the first available flight.,我想乘第一班飞机。,,sent
1021,I'd like to take the rest home.,我想把剩下的打包回家。,,sent
1022,I'd like you to meet a friend of mine.,我想让你见见我的朋友,,sent
1023,I'll ask the chef to explain to you.,我会请主厨来向您解释。,,sent
1024,I'll be right back with your order.,我会立即为您送上餐点。,,sent
1025,I'll bring you another one.,我会给你另外拿来一份。,,sent
1026,I'll call the police.,我会叫警察。,سأتصل بالشرطة‏ ‎.,sent
1027,I'll change it immediately.,我会立即更换。,,sent
1028,I'll check if we have vacancy.,我看看是否还有空位。,,sent
1029,I'll check it for you at once.,我马上为您查询。,,sent
1030,I'll check your order with the chef.,我会和厨师查对您点的菜。,,sent
1031,I'll find a table for you.,我会为您找一张桌子。,,sent
1032,I'll get some medicine for you right away.,我马上去给你拿些药来。,,sent
1033,I'll get there by date *.,我会在*日之前到达。,,vp
1034,"I'll have a coke, please.",请给我一杯可乐。,,sent
1035,"I'll have a glass of lemonade. More ice,please.",我要一杯柠檬汁，请多放一点冰块。,,sent
1036,I'll have the chef prepare another one.,我会请厨师准备另一份。,,sent
1037,I'll hurry. Please wait a moment.,我会快点的，请稍等一会儿。,,sent
1038,I'll log in to the Internet to find out about you. I know your address.,我还是上因特网去看吧。我知道你们的网址。,,sent
1039,I'll need an economy ticket with an open return.,我要经济舱，回程时间不定的来回票。,,sent
1040,I'll return your suggestion to the chef.,我会向主厨反应你的意见。,,sent
1041,I'll see about your order.,我这就去看看你点的菜。,,sent
1042,I'll send this back to the kitchen and get you a new one.,我会把它送回厨房，换拿给您为一份新的。,,sent
1043,I'll show you to your table.,我来带您到餐桌。,,sent
1044,I'll tell the kitchen to prepare a new one for you.,我会告诉厨房为您再做一份新的。,,sent
1045,I'll try to hurry things up.,我会催促快些。,,sent
1046,I'll wait.,我等一下吧。,,sent
1047,I'm * years old.,我今年*岁了。,,vp
1048,I'm a vegetarian.,我吃素的。,أنا نباتي.,sent
1049,I'm afraid all our tables are taken.,恐怕我们所有的桌子都被占用着。,,sent
1050,I'm afraid I'll miss my connecting flight.,我会赶不上我下一段的班机了。,,sent
1051,I'm afraid it's overweight.,恐怕超重了。,,sent
1052,I'm afraid our hotel is fully booked on that night.,本店那晚恐怕已经登记满了。,,sent
1053,I'm afraid that area is under preparation.,恐怕那一区还在准备中。,,sent
1054,I'm afraid that table is reserved for * p.m.,恐怕那张桌子晚上*点以后被预定了。,,vp
1055,I'm afraid there is a mistake.,恐怕出错了吧。,,sent
1056,I'm afraid We don't have it in stock.,恐怕已经没有存货了。,,sent
1057,I'm afraid we have no cocktails now.,现在恐怕没有鸡尾酒了。,,sent
1058,I'm afraid we have no more time to wait.,我想我们没时间再等了。,,sent
1059,I'm afraid we're out of that item.,恐怕那种货已经卖完了。,,sent
1060,I'm feeling kind of airsick.,我觉得晕机了。,,sent
1061,"I'm fine, thank you.","很好, 谢谢。",بخير، شكرا لك.,sent
1062,I'm finished.,我完成了。,لقد انتهيت.,sent
1063,I'm going to have one waitress to serve you.,我去安排一个服务员过来。,,sent
1064,I'm in a hurry.,我要赶时间。,,sent
1065,I'm looking for *.,我在找*,أبحث عن *.,vp
1066,I'm lost.,我迷路了。,أنا تائه.,sent
1067,I'm not feeling well.,我不舒服,أنا لست على ما يرام.,sent
1068,I'm not happy about the dish.,我对这菜不满意。,,sent
1069,I'm not hungry.,我不饿。,,sent
1070,I'm not interested.,我没有兴趣。,أنا لست مهتم.,sent
1071,I'm not sure.,我不确定。,,sent
1072,I'm not sure. Maybe.,我不确定，也许。,,sent
1073,I'm not very happy with the quality of the food here.,我对这里的饭菜质量非常的不满意。,,sent
1074,I'm sick.,我生病了。,انا مريض.,sent
1075,I'm sorry to say that I have to cancel it.,我很抱歉，我不得不取消这个预定。,,sent
1076,"I'm sorry, but there are no window seats available.",很抱谦，没有靠窗的座位了。,,sent
1077,I'm sorry.,对不起。,أنا آسف.,sent
1078,I'm very sorry for the mistake.,很抱歉搞错了。,,sent
1079,I'm very sorry to have kept you waiting.,很抱歉让您一直等着。,,sent
1080,"I'm very sorry, Sir, but we are unable to do that. We would appreciate it very much if you could call us instead.",先生，非常抱歉，我们不能那样做，如果您能打电话来，我们将会非常感激。,,sent
1081,I'm waiting for my luggage.,我在等我的行李。,,sent
1082,I'm with *.,我现在跟*在一起,أنا مع *.,vp
1083,I've been injured.,我受伤了。,إنني مصاب.,sent
1084,I've been waiting for a long time but nobody came to serve me.,我们已经等了很长时间了，但没人来为我们服务。,,sent
1085,I've been waiting half an hour for my order.,从我点餐到现在等了半个小时了。,,sent
1086,I've checked with the kitchen.,我已经与厨房检查过了。,,sent
1087,I've lost *.,我的*不见了,أنا فقدت *.,vp
1088,I've made a reservation at your restaurant.,我已经在你们餐厅预订过了。,,sent
1089,ice tongs,冰夹,,np
1090,iced banana americano,香蕉冰美式,,np
1091,iced blackberry latte,黑莓冰咖啡拿铁,,np
1092,iced cafe americano,冰美式咖啡,,np
1093,iced cafe latte,冰拿铁咖啡,,np
1094,iced cappuccino,冰卡布奇诺,,np
1095,iced caramel cappuccino,冰焦糖卡布奇诺,,np
1096,iced caramel latte,冰焦糖咖啡拿铁,,np
1097,iced cherry latte,樱桃冰咖啡拿铁,,np
1098,iced chocolate coffee,巧克力冰咖啡,,np
1099,iced coconut latte,椰子冰咖啡拿铁,,np
1100,iced coffee,冰咖啡,,np
1101,iced espresso,浓缩冰咖啡,,np
1102,iced fruit cappuccino,果味冰卡布奇诺,,np
1103,iced fruit latte,冰果味咖啡拿铁,,np
1104,iced hazelnut cappuccino,冰榛子卡布奇诺,,np
1105,iced hazelnut latte,冰榛子咖啡拿铁,,np
1106,iced vanilla cappuccino,冰香草卡布奇诺,,np
1107,iced vanilla latte,冰香草咖啡拿铁,,np
1108,Iceland,冰岛,أيسلندا,np
1109,id card,身份证,,np
1110,"If you can't come back within a month, we won't keep it for you.",如果一个月之内，您不来领的话，我们将不再替您保存。,,sent
1111,"If you don't like the taste of it, perhaps I could get you something else?",如果您不喜欢这口味，或许我给你换成其他的?,,sent
1112,"If You Forget To Pack Any Standard Toiletry Item（Toothbrush, Toothpaste, Shaving Cream, Razor Or Comb）, Just Call The Front Desk And We'll Get You A Complimentary Repacement Right Away.",如果您忘了把洗漱物品打入您的包裹（如牙刷，牙膏，剃须膏，剃须刀或梳子），请给前台电话，我们可以立即提供赠送替代品。,,sent
1113,ilyusin,依柳辛,,np
1114,in,英寸,,np
1115,In aisle *.,在第*通道。,,vp
1116,In whose name was the reservation?,用谁的名字预订的?,,sent
1117,In-Flight.,飞行中。,,sent
1118,in-job training,在职培训,,np
1119,In-Room Coffee Maker.,室内咖啡机。,,sent
1120,Including breakfast and room service.,包括早餐和服务费。,,sent
1121,India,印度,الهند,np
1122,Indonesia,印度尼西亚,أندونيسيا,np
1123,Indoor Swimming Pools.,室内泳池。,,sent
1124,industrious,勤奋的,,np
1125,Information,问询处/咨询台,,sent
1126,information,问讯处,,np
1127,ingenious,有独创性的,,np
1128,ingredients,配料,,np
