	en	cn	ar	pos
194	How do I get to * ?	怎么去*?	كيف أصل إلى *؟	vp
308	How do I recline my seat?	我怎么让我的椅子躺下?		sent
319	How do I turn on the light?	请问怎样开阅读灯?		sent
747	How do you spell it, please?	请问怎么拼写呢?		sent
790	How do you spell that, please?	请讲一下是怎么拼写的?		sent
729	How long do you plan to stay?	你计划住多久?		sent
504	How long will it take?	这需要多长时间?		sent
730	How long will you be staying?	请问你要住多久?		sent
116	How many bags do you want to check in?	您要托运几个包裹?		sent
482	How many of you, please?	请问几位?		sent
897	How many people are in your family?	你家有几口人?		sent
480	How many people please?	请问几个人?		sent
113	How many pieces of luggage do you have?	您有几件行李?		sent
481	How many? sir.	几个人? 先生。		sent
195	How much does it cost to get to *?	去*要多少钱？	كم سيكلفني الذهاب إلى *؟	vp
982	How much dose this meat weight?	这肉有多重?		sent
502	How much is *?	多少钱 *？	كم ثمن *؟	vp
196	How much is a room for one person per night?	单人房一晚多少钱？	ما سعر الغرفة لفرد واحد؟	sent
197	How much is a room for two people per night?	双人房一晚多少钱？	ما سعر الغرفة لفردين؟	sent
198	How much is a ticket to *?	去*的票多少钱？	ما سعر التذكرة الى *؟	vp
199	How much is it per hour?	一小时是多少钱？	ما السعر للساعة؟	sent
200	How much is it to call to *?	打给*是多少钱？	ما سعر المكالمة الى *؟	vp
201	How much is it to get in?	入场费多少钱？	ما سعر تذكرة الدخول؟	sent
39	How much is the fare?	票价多少钱?		sent
44	How much is the round trip?	往返票多少钱?		sent
40	How much is the ticket?	这票多少钱?		sent
202	How much is this?	多少钱？	بكم هذا؟	sent
594	How much longer are we going to have to wait for our dinner?	我们还要等多久才能吃上饭呢?		sent
203	How much?	多少？	بكم؟	sent
942	How old are you?	你多大了?		sent
430	How was your flight?	你的旅途怎么样呢?		sent
204	How was your meal?	这一顿饭怎么样？	كيف كانت وجبتك؟	sent
681	How would you like your coffee?	你喝什么样的咖啡?		sent
594	Hungary	匈牙利	المجر	np
749	Hyderabad	海得拉巴	حيدر أباد	np
205	I	我	انا	np
948	I am *.	我是美国人。		sent
768	I am afraid that all the room with a view to the sea have been booked.	恐怕所有看得到海的房间都已经被预订了。		sent
206	I am from *.	我从*来。	أنا من *.	vp
435	I am getting my car at the parking lot.	我去停车场取车。		sent
395	I am going to transfer in *.	我要转机去香港。		sent
908	I am interested in ….	我的爱好是…		sent
207	I am sick.	我生病了。	انا مريض	sent
783	I booked a single room in your hotel for *.	我在你们宾馆预定了这周五的单人房间。		sent
208	I can't afford it.	我付不起。	لا أستطيع تحمل هذا	sent
417	I can't find my baggage.	我找不到行李了。		sent
966	I can't find the pet food.	我找不到宠物食品。		sent
304	I can't get my bag to fit into the overhead compartment.	我的包放不进上面的行李箱了。		sent
209	I can't speak *.	我不会讲*。	لا اتكلم *.	vp
600	I can't understand why this restaurant always serves so slowly.	我不明白这个饭店为什么总是上菜这么慢。		sent
945	I come from *.	我从加拿大来。		sent
476	I didn't reserve a table.	我没有预订.		sent
210	I don't eat *.	我不吃*。	لا آكل *.	vp
372	I don't feel well.	我觉的不太舒服。		sent
211	I don't have *.	我没有*。	ليس عندي *.	vp
514	I don't like this table.	我不喜欢这张桌子。		sent
652	I don't like your attitude.	我不喜欢你的态度。		sent
212	I don't speak *.	我不能说*。	لا أتحدث *.	vp
605	I don't think I ordered this dish.	我想我没有点这个菜。		sent
622	I don't think this fish is proberly cooked.	我觉得这鱼好像没做熟。		sent
213	I don't understand (something heard).	我听不懂。	أنا لا أفهم	sent
503	I don't understand.	我听不懂。	أنا لا أفهم	sent
214	I don't want *.	我不要*。	لا أريد *.	vp
215	I don't want it.	我不要。	أنا لا أريده	sent
627	I don't want the yolk to be too well-done.	我不要蛋黄做的太老。		sent
448	I don't want to eat there.	我不想在那儿吃。		sent
690	I don't want to intake any sugar.	我不想摄入糖分。		sent
355	I feel a little bit cold.	我觉得有点冷。		sent
373	I feel dizzy and weak. And I'm having this pain in my ear.	我感觉头晕、虚弱，耳朵也有点疼。		sent
377	I feel like vomiting.	我想吐。		sent
432	I feel very tired, because it's a very long flight.	我感觉很累，因为飞行时间很长。		sent
54	I guess that's OK.	我想就那个吧。		sent
216	I have *.	我有*。	لدي *.	vp
376	I have a little airsickness.	我有点晕机。		sent
462	I have a reservation under *.	我有在皮特名下的预订。		sent
217	I have arrived.	我到了。	لقد وصلت.	sent
799	I have cancelled your reservation.	我已经取消了你的预定。		sent
396	I have to transfer to *.	我必须转机去纽约。		sent
218	I haven't done anything wrong.	我没有做错事。	ما عملت اشي غلط.	sent
613	I hope you enjoy your meal.	我希望您喜欢您的食物。		sent
198	I just heard an announcement that my flight has been delayed.	我刚听到广播说我的班机延迟了。		sent
903	I live alone.	我一个人住。		sent
904	I live in an apartment.	我住在一个公寓里。		sent
219	I lost my *.	我丢了我的*。	فقدت *.	vp
220	I lost my bag.	我丢了我的包包。	فقدت حقيبتي.	sent
418	I lost my baggage.	我的行李不见了。		sent
697	I love * coffee shops.	我喜欢日本的咖啡店。		sent
608	I might have made a mistake.	我可能搞错了。		sent
221	I need *.	我要*。	احتاج *.	vp
222	I need a doctor.	我需要医生。	أحتاج طبيب.	sent
958	I need a shopping cart.	我需要一辆购物车。		sent
378	I need an airsickness bag.	我需要一个呕吐袋。		sent
706	I need more coffee.	我要加点咖啡。		sent
83	I need to change my flight date.	我需要更改航班日期。		sent
223	I need to see your passport.	我需要看一下你的护照。	أ حتاج أن أرى جواز سفرك	sent
224	I need to talk to a lawyer.	我要跟律师联系。	أريد التحدث مع محامي	sent
225	I need your help.	我需要你的帮助。	أحتاج مساعدة لو سمحت.	sent
226	I only eat Halal food.	我只吃清真食品。	أنا آكل الطعام الحلال فقط.	sent
906	I only speak *.	我只说英语。		sent
574	I order my meal at least * nimutes ago and it still hasn't come.	我至少*分钟前点的餐，到现在还没来。		vp
753	I see. When can I receive your confirmation?	明白了。我什么时候可以得到你们的确认?		sent
695	I take it black.	我喜欢黑咖啡。		sent
374	I think I am sick.	我想我是病了。		sent
327	I think beef is better.	我想牛肉比较好。		sent
292	I think this is my seat.	我想这是我的座位。		sent
447	I think we should go and have a try.	我们应该去试试。		sent
518	I think we'd like to take that one by the window.	我们想还是靠窗的那张吧。		sent
604	I think you have made a mistake with my order.	我想你上错我的点的菜了。		sent
657	I want * doggy bags.	我需要三个打包袋。		sent
227	I want *.	我想要*。	أريد *.	vp
228	I want a dish with *.	我想吃*的菜。	أريد أن آكل طبق مع *.	vp
2	I want to book one ticket for the next flight to *.	我想预订一张飞往伦敦的下一班机票。		sent
229	I want to check out.	我要退房。	أريد أن أدفع لاغادر.	sent
230	I want to rent a car.	我想要租车。	أريد ايجار سيارة.	sent
231	I want to talk to the * embassy.	我希望跟*大使馆联系。	أود بالتحدث مع سّفارة *.	vp
926	I want you to meet *.	我想让你见见鲍勃。		sent
232	I will stay for * night(s).	我打算住*夜。	سأقيم * ليلى	vp
193	I wish you a happy joumey.	祝您旅途愉快。		sent
233	I work at the *.	我在*工作。	أعمل في *.	vp
913	I work in government.	我在政府部门上班。		sent
517	I would like *.	我想要 *。	أود *.	vp
1	I would like to make flight reservations.	我想预订机票。		sent
125	I would rather pay.	我付钱好了。		sent
688	I'd like a coffee with sugar.	我想要杯加糖的咖啡。		sent
678	I'd like a coffee.	我想要杯咖啡。		sent
691	I'd like a decaf.	来一杯没有咖啡因的咖啡。		sent
705	I'd like a refill, please.	请给我续一杯。		sent
724	I'd like a standard room.	我要一个标准间。		sent
61	I'd like an aisle seat.	我想要一个走廊的座位。		sent
764	I'd like reserve a room facing the sea.	我想订个临海的房间。		sent
981	I'd like some bananas.	我想要些香蕉。		sent
328	I'd like the beef.	我要牛肉。		sent
494	I'd like the non-smoking(smoking) section.	我喜欢非吸烟（吸烟）区。		sent
727	I'd like to book a double room for *.	下星期二我想订一个双人房间。		sent
725	I'd like to book a single room with a bath from the afternoon of * *th to the morning of february *th.	我想订一个带洗澡间的单人房间，从*月*日下午到*月*日上午。		vp
785	I'd like to cancel a reservation.	我想取消预订。		sent
596	I'd like to cancel my order.	我要取消我的点餐。		sent
87	I'd like to cancel my reservation for the flight on * * and book one on * * instead, please.	我想把*月*日预订的班机取消，改订*月*日的班机。		vp
108	I'd like to check in.	我要办理登记手续。		sent
8	I'd like to get * seats on a flight to * on * *	我想订*张*月*日到巴黎的机票。		vp
58	I'd like to have a seat by the window.	我想要一个靠窗的座位。		sent
927	I'd like to introduce *.	我来介绍一下鲍勃。		sent
715	I'd like to make a reservation.	我想预订房间。		sent
234	I'd like to rent a car.	我想租车	أريد ايجار سيارة.	sent
716	I'd like to reserve a room.	我想订一间房。		sent
717	I'd like to reserve some rooms for a tourist party.	我想为一个旅游团订一些房间。		sent
655	I'd like to see to your manager.	我要见你们经理。		sent
10	I'd like to take the first available flight.	我想乘第一班飞机。		sent
660	I'd like to take the rest home.	我想把剩下的打包回家。		sent
925	I'd like you to meet a friend of mine.	我想让你见见我的朋友		sent
639	I'll ask the chef to explain to you.	我会请主厨来向您解释。		sent
590	I'll be right back with your order.	我会立即为您送上餐点。		sent
642	I'll bring you another one.	我会给你另外拿来一份。		sent
235	I'll call the police.	我会叫警察。	سأتصل بالشرطة‏ ‎.	sent
569	I'll change it immediately.	我会立即更换。		sent
497	I'll check if we have vacancy.	我看看是否还有空位。		sent
425	I'll check it for you at once.	我马上为您查询。		sent
579	I'll check your order with the chef.	我会和厨师查对您点的菜。		sent
496	I'll find a table for you.	我会为您找一张桌子。		sent
384	I'll get some medicine for you right away.	我马上去给你拿些药来。		sent
757	I'll get there by * on * *th.	我会在*月*日*点之前到达。		vp
343	I'll have a coke, please.	请给我一杯可乐。		sent
347	I'll have a glass of lemonade. More ice,please.	我要一杯柠檬汁，请多放一点冰块。		sent
640	I'll have the chef prepare another one.	我会请厨师准备另一份。		sent
586	I'll hurry. Please wait a moment.	我会快点的，请稍等一会儿。		sent
755	I'll log in to the Internet to find out about you. I know your address.	我还是上因特网去看吧。我知道你们的网址。		sent
35	I'll need an economy ticket with an open return.	我要经济舱，回程时间不定的来回票。		sent
638	I'll return your suggestion to the chef.	我会向主厨反应你的意见。		sent
578	I'll see about your order.	我这就去看看你点的菜。		sent
643	I'll send this back to the kitchen and get you a new one.	我会把它送回厨房，换拿给您为一份新的。		sent
469	I'll show you to your table.	我来带您到餐桌。		sent
641	I'll tell the kitchen to prepare a new one for you.	我会告诉厨房为您再做一份新的。		sent
585	I'll try to hurry things up.	我会催促快些。		sent
506	I'll wait.	我等一下吧。		sent
943	I'm * years old.	我今年*岁了。		sent
236	I'm a vegetarian.	我吃素的。	أنا نباتي.	sent
204	I'm afraid I'll miss my connecting flight.	我会赶不上我下一段的班机了。		sent
1000	I'm afraid We don't have it in stock.	恐怕已经没有存货了。		sent
499	I'm afraid all our tables are taken.	恐怕我们所有的桌子都被占用着。		sent
121	I'm afraid it's overweight.	恐怕超重了。		sent
767	I'm afraid our hotel is fully booked on that night.	本店那晚恐怕已经登记满了。		sent
523	I'm afraid that area is under preparation.	恐怕那一区还在准备中。		sent
522	I'm afraid that table is reserved for * p.m.	恐怕那张桌子晚上*点以后被预定了。		vp
603	I'm afraid there is a mistake.	恐怕出错了吧。		sent
339	I'm afraid we have no cocktails now.	现在恐怕没有鸡尾酒了。		sent
595	I'm afraid we have no more time to wait.	我想我们没时间再等了。		sent
1001	I'm afraid we're out of that item.	恐怕那种货已经卖完了。		sent
726	I'm calling from *. I'd like to reserve a single room from tomorrow for * day(s), please.	我从南京打来电话。我想预订一个单人房，明晚开始，共*天。		vp
375	I'm feeling kind of airsick.	我觉得晕机了。		sent
498	I'm fine, thank you.	很好, 谢谢。	بخير، شكرا لك.	sent
237	I'm finished.	我完成了。	لقد انتهيت.	sent
541	I'm going to have one waitress to serve you.	我去安排一个服务员过来。		sent
587	I'm in a hurry.	我要赶时间。		sent
238	I'm looking for *.	我在找*	أبحث عن *.	vp
239	I'm lost.	我迷路了。	أنا تائه.	sent
240	I'm not feeling well.	我不舒服	أنا لست على ما يرام.	sent
371	I'm not feeling well.	我感到不舒服。		sent
636	I'm not happy about the dish.	我对这菜不满意。		sent
438	I'm not hungry.	我不饿。		sent
241	I'm not interested.	我没有兴趣。	أنا لست مهتم.	sent
505	I'm not sure.	我不确定。		sent
935	I'm not sure. Maybe.	我不确定，也许。		sent
637	I'm not very happy with the quality of the food here.	我对这里的饭菜质量非常的不满意。		sent
242	I'm sick.	我生病了。	انا مريض.	sent
784	I'm sorry to say that I have to cancel it.	我很抱歉，我不得不取消这个预定。		sent
59	I'm sorry, but there are no window seats available.	很抱谦，没有靠窗的座位了。		sent
243	I'm sorry.	对不起。	أنا آسف.	sent
611	I'm very sorry for the mistake.	很抱歉搞错了。		sent
509	I'm very sorry to have kept you waiting.	很抱歉让您一直等着。		sent
775	I'm very sorry, Sir, but we are unable to do that. We would appreciate it very much if you could call us instead.	先生，非常抱歉，我们不能那样做，如果您能打电话来，我们将会非常感激。		sent
414	I'm waiting for my luggage.	我在等我的行李。		sent
244	I'm with *.	我现在跟*在一起	أنا مع *.	vp
245	I've been injured.	我受伤了。	إنني مصاب.	sent
575	I've been waiting for a long time but nobody came to serve me.	我们已经等了很长时间了，但没人来为我们服务。		sent
573	I've been waiting half an hour for my order.	从我点餐到现在等了半个小时了。		sent
648	I've checked with the kitchen.	我已经与厨房检查过了。		sent
246	I've lost *.	我的*不见了	أنا فقدت *.	vp
458	I've made a reservation at your restaurant.	我已经在你们餐厅预订过了。		sent
459	I've reserved a table for *.	我订了一个两人桌。		sent
595	Iceland	冰岛	أيسلندا	np
863	If You Forget To Pack Any Standard Toiletry Item（Toothbrush, Toothpaste, Shaving Cream, Razor Or Comb）, Just Call The Front Desk And We'll Get You A Complimentary Repacement Right Away.	如果您忘了把洗漱物品打入您的包裹（如牙刷，牙膏，剃须膏，剃须刀或梳子），请给前台电话，我们可以立即提供赠送替代品。		sent
185	If you can't come back within a month, we won't keep it for you.	如果一个月之内，您不来领的话，我们将不再替您保存。		sent
650	If you don't like the taste of it, perhaps I could get you something else?	如果您不喜欢这口味，或许我给你换成其他的?		sent
978	In aisle *	在第三通道。		vp
788	In whose name was the reservation?	用谁的名字预订的?		sent
279	In-Flight.	飞行中。		sent
848	In-Room Coffee Maker.	室内咖啡机。		sent
596	India	印度	الهند	np
597	Indonesia	印度尼西亚	أندونيسيا	np
855	Indoor Swimming Pools.	室内泳池。		sent
806	Information	问询处/咨询台		sent
838	Insert Or Swipe Key.	将钥匙卡插入或擦过处理机。		sent
247	International Passenger Lobby.	国际旅客候机厅。		sent
872	Introducing High-Speed Internet Access.	高速上网介绍。		sent
598	Iran	伊朗	إيران	np
599	Iraq	伊拉克	العراق	np
600	Ireland	爱尔兰	أيرلندا	np
248	Is breakfast included?	包含早餐吗？	هل يتضمن ذلك الإفطار؟	sent
249	Is insurance included?	包含保险吗？	هل هذا شامل التأمين؟	sent
22	Is it a direct flight?	是直飞航班吗?		sent
707	Is it free of charge?	续杯是免费的吗?		sent
250	Is it open on *?	*对外开放吗？	هل هو مفتوح *؟	vp
771	Is it possible for you to change your reservation date?	你可不可以改变预约日期呢?		sent
954	Is the supermarket open today?	超市今天开门吗?		sent
251	Is there * around here?	附近有没有*	هل هناك * قريب؟	vp
252	Is there * you recommend?	你有推介的*吗？	هل هناك * تنصحني به؟	vp
672	Is there a cafe near by?	请问附近有没有咖啡店？		sent
253	Is there a group discount?	有没有团体折扣？	هل هناك خصم للمجموعات؟	sent
254	Is there a local specialty?	有没有当地特色？	هل هناك تخصص محلي؟	sent
255	Is there a student discount?	有没有学生优惠？	هل هناك خصم للطلاب؟	sent
205	Is there another flight available?	现在还有别的班机可以坐吗?		sent
136	Is there anything else to do before flight time?	在起飞前还有其他手续要办吗?		sent
256	Is there anywhere I can leave luggage?	有没有地方让我放行李？	هل هناك مكان أترك فيه أغراضي؟	sent
257	Is there someone here who speaks English?	这里有人会说英语吗？	هل هناك أحد يتحدث الانجليزية؟	sent
258	Is there table service?	有没有餐桌服务？	هل هناك خدمة طاولات؟	sent
290	Is this seat *A?	这个座位是*A吗?		vp
259	Is this seat free?	这里有人坐吗？	هل هذا المقعد خالى؟	sent
511	Is this table all right?	这张桌子可以吗?		sent
97	Is this the right counter to check in at?	是在这儿检票吗?		sent
815	Islamabad	伊斯兰堡	اسلام اباد	np
601	Israel	以色列	إسرائيل	np
731	Istanbul	伊斯坦布尔	اسطنبول	np
524	It doesn't matter. This one will do.	没关系，那就这张吧。		sent
260	It hurts here.	这里很痛	أشعر بالألم هنا.	sent
178	It is a prohibited item.	这是违禁品。		sent
959	It is at the entrance.	就在入口处。		sent
261	It is nine in the morning.	现在是早上9点钟。	هي التاسعة صباحاً	sent
450	It is very hard to find a seat in this restaurant in the evening.	晚上在这家餐厅很难找到座位。		sent
619	It seems that the seafood has gone bad.	海鲜好像坏了。		sent
262	It was a misunderstanding.	这是误会。	كان سوء تفاهم	sent
263	It was delicious.	很好吃。	كان لذيذ‏ ‎	sent
937	It was nice meeting you.	认识你很高兴。		sent
741	It's $* including breakfast and room service.	*美元包括早餐和服务费。		vp
739	It's * and * per night.	每晚*元。		vp
797	It's * and my number is *-*	我叫玛丽凯撒和我的电话*-*。		vp
120	It's * kilos.	*公斤。		vp
712	It's *. anything I can do for you?	这是珠江宾馆，我能为您做什么?		sent
748	It's C-A-R-L. C-A-R-L			sent
423	It's a green suitcase with wheels.	它是有轮子的绿色行李箱。		sent
527	It's all right.	很好。		sent
264	It's an emergency.	这是紧急情况。	إنها حالة طارئة.	sent
979	It's at the end of this aisle.	在这条通道的尽头。		sent
233	It's boarding now.	现在正在登机。		sent
265	"It's okay. (polite response to ""I'm sorry"")"	没关系。	لا بأس	sent
289	It's over there next to the window.	就在那里，靠窗的那一个。		sent
938	It's pleasure to meet you.	很高兴认识(遇见)你。		sent
266	It's uncomfortable.	不舒服。	إنه غير مريح.	sent
602	Italy	意大利	إيطاليا	np
603	Ivory Coast	象牙海岸	ساحل العاج	np
779	Jaipur	斋浦尔	جايبور	np
741	Jakarta	雅加达	جاكرتا	np
604	Jamaica	牙买加	جامايكا	np
268	January	一月	يناير	np
605	Japan	日本	اليابان	np
846	Jerusalem	耶路撒冷	بيت المقدس	np
746	Johannesburg	约翰内斯堡	جوهانسبرج	np
606	Jordan	约旦	الأردن	np
270	July	七月	يوليو	np
271	June	六月	يونيو	np
882	Just Let Our Manager On Duty Or Front Desk Staff Know If Any Part Of Your Stay Isn't Satisfactory.	如果某处不尽人意请告诉我们的值班经理或前台服务人员。		sent
14	Just a minute and I'll see if there are any flights.	请等一下，让我看看是否有航班。		sent
206	Just a minute. Let me check.	请等一下，让我看看。		sent
16	Just a monent,please. Let me check for you.	请稍等，我来为您查一下。		sent
15	Just a second and I will check the schedule.	稍等一会儿，我查一下时间表。		sent
352	Just let me know if you need anything else.	如果你需要其他什么东西，就告诉我。		sent
167	Just make sure you don't have any liquid with you.	我只是要确定你没有携带液体。		sent
901	Just one brother.	只有一个哥哥。		sent
379	Just relax a little bit.	放松点。		sent
117	Just this one.	就这一个。		sent
785	Kanpur	坎普尔	كانبور	np
727	Karachi	卡拉奇	كراتشي	np
825	Kathmandu	加德满都	كاتماندو	np
607	Kazakhstan	哈萨克斯坦	كازاخستان	np
858	Keep Away From Water.	谨防沾水。		sent
608	Kenya	肯尼亚	كينيا	np
866	Kingston	金士顿	كينغستون	np
609	Kiribati	基里巴斯	كيريباس	np
869	Kitchener	基奇纳	كيتشنر	np
729	Kolkata	加尔各答	كولكاتا	np
612	Kosovo	科索沃	كوسوفو	np
755	Kuala Lumpur	吉隆坡	كوالا لامبور	np
613	Kuwait	科威特	الكويت	np
614	Kyrgyzstan	吉尔吉斯斯坦	قرغيزستان	np
360	Ladies and gentlemen, we are approaching an area of turbulence.	各位旅客请注意，本班机即将行经乱流区。		sent
730	Lagos	拉各斯	لاغوس	np
750	Lahore	拉合尔	لاهور	np
615	Laos	老挝	لاوس	np
154	Laptop computers must be removed from carry-on and placed on X-ray.	笔记本电脑从随身行李取出接受X光安检。		sent
616	Latvia	拉脱维亚	لاتفيا	np
866	Laundry Service.	提供洗烫服务。		sent
274	Leave me alone.	不要打扰我。	اتركني وحدي.	sent
617	Lebanon	黎巴嫩	لبنان	np
256	Left Baggage.	行李寄存。		sent
868	Leicester	莱斯特	ليستر	np
618	Lesotho	莱索托	ليسوتو	np
12	Let me check the availability.	让我看看还有票吗。		sent
433	Let me help you with your luggage.	让我帮你拿行李吧。		sent
929	Let me introduce you to eath other.	让我来给你们相互介绍。		sent
90	Let me see. OK, there is only one ticket left, first class and it is * yuan.	让我看看，*号就剩一张了，头等舱*元人民币。		vp
549	Let us raise the glass to friendship.	为我们的友谊举杯。		sent
449	Let's change restaurants.	我们换个饭店吧。		sent
454	Let's choose the least expensive restaurant today.	我们今天选家最便宜的餐馆吧。		sent
957	Let's get a shopping cart first.	我们先去找个购物车。		sent
666	Let's go for coffee.	我们去喝杯咖啡吧。		sent
950	Let's go grocery shopping	我们去超市买东西吧		sent
436	Let's go to the parking space directly.	我们直接去停车场吧。		sent
951	Let's go to the supermarket.	我们去超市吧。		sent
548	Let's have a toast!	让我们来干一杯!		sent
550	Let's just have another toast.	让我们再次举杯庆祝。		sent
210	Let's see... there's a * Airlines flight leaving * at * this evening.	我看一下...今天晚上七点四十五分联合航空公司有一班机由费城起飞。		vp
667	Let's stop at a coffee shop.	让我们在咖啡店歇会儿。		sent
619	Liberia	利比里亚	ليبيريا	np
620	Libya	利比亚	ليبيا	np
621	Liechtenstein	列支敦士登	ليختنشتاين	np
744	Lima	利马	ليما	np
788	Lisbon	里斯本	لشبونة	np
622	Lithuania	立陶宛	ليتوانيا	np
845	Liverpool	利物浦	ليفربول	np
743	London	伦敦	لندن	np
280	Look out!	小心！	انتبه!	sent
275	Lost Child Information.	走失儿童认领。		sent
246	Lounge Pavilion.	贵宾候机亭。		sent
782	Lucknow	勒克瑙	لكناو	np
253	Luggage Car.	行李车。		sent
260	Luggage Delivery.	行李交付。		sent
259	Luggage Inspection.	行李检查台。		sent
257	Luggage Storage (Counter).	行李寄存（处）。		sent
255	Luggage Weighting.	行李称重处。		sent
623	Luxembourg	卢森堡	لوكسمبورغ	np
813	Lyon	里昂	ليون	np
888	Macau	澳门	ماكاو	np
624	Macedonia	马其顿	مقدونيا	np
625	Madagascar	马达加斯加	مدغشقر	np
759	Madrid	马德里	مدريد	np
886	Making Your Stay A Complete Success Is Our Goal.	让您居住的完全满意是我们的宗旨。		sent
626	Malawi	马拉维	مالاوي	np
627	Malaysia	马来西亚	ماليزيا	np
628	Maldives	马尔代夫	جزر المالديف	np
629	Mali	马里	مالي	np
630	Malta	马耳他	مالطا	np
807	Manager On Duty.	值班经理。		sent
791	Manchester	曼彻斯特	مانشستر	np
734	Manila	马尼拉	مانيلا	np
670	Many cafes are now equipped with Wi-Fi.	现在很多咖啡店都装有无线网络。		sent
283	March	三月	مارس	np
814	Marseille	马赛	مرسيليا	np
631	Marshall Islands	马绍尔群岛	جزر مارشال	np
632	Mauritania	毛里塔尼亚	موريتانيا	np
633	Mauritius	毛里求斯	موريشيوس	np
147	Maximum storage.	最高限重。		sent
284	May	五月	مايو	np
944	May I ask where you come from?	我可以问一下你从哪里来吗?		sent
96	May I check in here for flight MU * to *?	这里是去东京的MU*航班登机手续办理处吗?		vp
535	May I get a high chair for the baby?	我可以给婴儿拿个高脚椅吗?		sent
285	May I have a bottle of *?	可以来一瓶*吗？	هل لي بالحصول على قارورة *؟	vp
286	May I have a cup of *?	可以来一杯*吗？	هل لي بالحصول على كوب من *؟	vp
658	May I have a doggy bag?	我可以打包吗?		sent
335	May I have a drink, please?	给我一些饮料可以吗?		sent
287	May I have a glass of *?	可以来一杯*吗？	هل لي بالحصول على كأس من *؟	vp
708	May I have another black coffee,please?	请再给我一杯黑咖啡好吗？		sent
288	May I have some *?	可以来一点*吗？	هل لي بالحصول على القليل من *؟	vp
796	May I have your name and phone number, please?	能告诉我你的名字和电话吗?		sent
787	May I have your name, please?	请把你的名字告诉我好吗?		sent
940	May I have your name?	我可以知道你的名字吗?		sent
86	May I have your name?	请问您的姓名?		sent
111	May I have your passport please?	可以给我您的护照吗。		sent
922	May I have your telephone number and address?	我可以得到你的电话号码和地址吗?		sent
955	May I help you?	我能为你效劳吗?		sent
289	May I please ask, what is your name?	请问你叫什么名?	هل لي بالسؤال، ما هو اسمك؟	sent
290	May I see the room first?	请问我可以先看一下房间吗？	هل لي برؤية الغرفة أولاً؟	sent
110	May I see your passport, please?	可以看看你的护照吗?		sent
291	Me too.	我也是	أنا أيضاً	sent
807	Mecca	麦加	مكة المكرمة	np
773	Medellin	麦德林	ميديلين	np
292	Medical emergency	医疗急诊	طارئ طبي	np
772	Melbourne	墨尔本	ملبورن	np
634	Mexico	墨西哥	المكسيك	np
723	Mexico City	墨西哥城	المكسيك المدينة	np
635	Micronesia	密克罗尼西亚	ميكرونيزيا	np
784	Milan	米兰	ميلان	np
274	Missing People Help Line.	走失求救热线。		sent
636	Moldova	摩尔多瓦	مولدوفا	np
637	Monaco	摩纳哥	موناكو	np
296	Monday	星期一	الاثنين	np
638	Mongolia	蒙古	منغوليا	np
639	Montenegro	黑山	الجبل الأسود	np
874	Montpellier	蒙彼利埃	مونبلييه	np
774	Montreal	蒙特利尔	مونتريال	np
0	Morning. May I help you?	早上好，请问有什么可以帮你的吗?		sent
640	Morocco	摩洛哥	المغرب	np
736	Moscow	莫斯科	موسكو	np
641	Mozambique	莫桑比克	موزمبيق	np
393	Much better. Thank you	.好多了，谢谢。		sent
721	Mumbai	孟买	مومباي	np
817	Munich	慕尼黑	ميونيخ	np
434	My car is waiting outside.	我的车停在外面。		sent
621	My fish is not cooked enough.	我的鱼没做熟。		sent
912	My job is to teach students.	我的工作是教学生。		sent
302	My name is * .	我叫 * 。	أنا اسمي *.	vp
941	My name is *.	我的名字叫*。		sent
947	My nationality is *.	我的国籍是中国。		sent
899	My parents and my younger sister.	父母和我的妹妹。		sent
628	My steak is raw.	我的牛排是生的。		sent
632	My steak is tough and overdone.	我的牛排太硬过熟了。		sent
464	My surname is *.	我叫维克多。		sent
750	My telephone number is *-*	我的电话号码是*7856。		vp
642	Myanmar	缅甸	ميانمار	np
770	Nairobi	内罗毕	نيروبي	np
643	Namibia	纳米比亚	ناميبيا	np
863	Nantes	南特	نانت	np
644	Nauru	瑙鲁	ناورو	np
645	Nepal	尼泊尔	نيبال	np
646	Netherlands	荷兰	هولندا	np
831	Never Open Door Prior To Verifying ID.	没有确认对方身份绝对不能开门。		sent
889	New York City	纽约市	نيويورك	np
647	New Zealand	新西兰	نيوزيلاندا	np
878	Newcastle	新城堡	نيوكاسل	np
648	Nicaragua	尼加拉瓜	نيكاراغوا	np
841	Nice	尼斯	لطيف	np
308	Nice to meet you.	很高兴认识你。	سعيد بالتعرف عليك	sent
649	Niger	尼日尔	النيجر	np
650	Nigeria	尼日利亚	نيجيريا	np
865	Night Porter On Duty.	夜间有行李搬运服务生。		sent
823	No Service Fee.	免收服务费用。		sent
266	No Smoking Except In Designated Area.	除指定区域外，禁止吸烟。		sent
687	No cream, please.	请不要加奶油。		sent
310	No parking.	禁止停车	ممنوع الوقوف	sent
936	No, I don't think we've met.	不，我想没见过面。		sent
478	No, I haven't reserved in advance.	没有，我事先没有预订。		sent
137	No, Sir/Madam Just show your ticket to the boarding officer as you get on the plane.	没有，小姐。您登机时只要向工作人员出示机票就可以了。		sent
795	No, it's for my friend.	不，是我的朋友。		sent
169	No, not at all. there you go.	没关系，给你。		sent
311	No, thank you.	不用了，谢谢。	لا، شكراً.	sent
772	No, that's not possible.	不能。		sent
477	No, we do not.	没有预订。		sent
